order_id,product,city,supplier,price,quantity,order_date,delivery_date,warehouse,transport_cost,discount,customer_rating,returned,payment_method,delivery_status,notes
ORD8277,Monitor,Mumbai,Supplier A,36021 INR,10,2023-10-09,2023-07-17,WH2,300rs,0,3,YES,UPI,delivered,check address
ORD8278,Tablet,Bangalore,,₹30936,19,03-12-2023,2023-11-28,WH2,100,,,No,,Pending,
ORD8279,Mobile,Hyderabad,Supplier A,31.76k,16,29/11/2023,11/12/2023,WH3,nan,ten,1,YES,Cash,,urgent
ORD8280,Laptop,Chennai,unknown,35778 INR,3,09-17-2023,2023-08-01,WH1,unknown,0,4,YES,Card,,urgent
ORD8281,Monitor,Bengaluru,,24241,12,16/08/2023,2023-03-19,WH1,300rs,10,4,no,Cash,,late delivery
ORD8282,Keyboard,banglore,unknown,47.442k,8,2023-09-21,06/04/2023,WH2,unknown,0,2,no,Cash,Cancelled,urgent
ORD8283,Tablet,chen nai,unknown,29766,15,10-28-2023,2023-09-13,,nan,,2,,Cash,,urgent
ORD8284,Laptop,delhi,,22019,11,2023-10-27,2023-06-30,,200,5,1,,card ,delivered,late delivery
ORD8285,Keyboard,chen nai,Supplier C,₹28791,13,20/07/2023,2023-10-25,WH1,unknown,5,5,No,UPI,Delivered,late delivery
ORD8286,Keyboard,banglore,Supplier B,25192,6,2023-05-30,2023-02-10,,300,,3,no,UPI,delivered,
ORD8287,Mobile,chen nai,Supplier A,40.765k,13,2023-03-18,09-23-2023,WH2,300,5,2,,card ,Cancelled,
ORD8288,Mobile,Hyderabad,Supplier A,30180 INR,11,2023-03-26,14/07/2023,WH1,nan,ten,2,YES,,Cancelled,urgent
ORD8289,Laptop,chen nai,Supplier C,44520 INR,6,15/10/2023,2023-01-19,WH1,300rs,0,5,no,Cash,delivered,check address
ORD8290,Mouse,hydrabad,Supplier B,44806,6,01/05/2023,2023-09-20,,300rs,,,YES,Card,delivered,
ORD8291,Mouse,chen nai,Supplier C,43005,5,09-11-2023,08-25-2023,WH1,unknown,,4,YES,card ,delivered,urgent
ORD8292,Keyboard,Hyderabad,Supplier B,₹38601,7,09-21-2023,2023-03-15,WH3,200,,1,No,Cash,Cancelled,
ORD8293,Mobile,Hyderabad,,30899 INR,19,12-17-2023,02-28-2023,WH2,300,5,1,no,Cash,,late delivery
ORD8294,Tablet,Mumbai,,₹48802,11,2023-06-24,04-12-2023,WH3,nan,15,3,YES,UPI,Cancelled,late delivery
ORD8295,Tablet,Hyderabad,unknown,36702,6,2023-06-28,2023-06-08,WH1,100,5,5,No,card ,,urgent
ORD8296,Keyboard,Bengaluru,unknown,13.571k,9,2023-08-03,04-12-2023,,unknown,,,yes,Card,delivered,urgent
ORD8297,Mobile,Delhi,,1371 INR,18,15/01/2023,2023-01-20,WH3,300,0,5,yes,card ,,
ORD8298,Laptop,Bengaluru,unknown,31193,8,07-12-2023,09-14-2023,WH3,300,ten,5,YES,Card,Pending,check address
ORD8299,Laptop,hydrabad,,16386,18,24/05/2023,2023-02-05,WH3,200,15,4,YES,Cash,Delivered,urgent
ORD8300,Laptop,chen nai,Supplier C,₹40766,5,2023-06-22,23/01/2023,,300,,5,yes,Card,,urgent
ORD8301,Tablet,Bengaluru,Supplier A,₹15464,6,09-29-2023,2023-07-29,,200,ten,4,,Cash,Delivered,
ORD8302,Mobile,banglore,,18787 INR,2,03/01/2023,2023-06-24,WH1,200,5,1,No,Card,delivered,check address
ORD8303,Mobile,Chennai,,₹21986,4,03-27-2023,2023-11-11,,100,10,4,YES,UPI,Delivered,late delivery
ORD8304,Tablet,Delhi,,29651,19,12-19-2023,08-15-2023,WH3,unknown,,1,yes,card ,Pending,
ORD8305,Laptop,Chennai,unknown,47.174k,4,12-15-2023,2023-05-08,WH1,300rs,0,3,yes,UPI,Cancelled,urgent
ORD8306,Laptop,delhi,unknown,22.057k,16,2023-04-04,2023-10-10,,300,10,5,yes,,Delivered,
ORD8307,Keyboard,Bengaluru,unknown,30872,1,11-22-2023,2023-05-11,WH2,200,10,3,yes,card ,Cancelled,late delivery
ORD8308,Mouse,Chennai,unknown,11712,16,2023-03-07,27/01/2023,,200,5,5,yes,card ,Cancelled,late delivery
ORD8309,Monitor,Hyderabad,Supplier C,₹18391,1,2023-03-15,22/03/2023,,300rs,5,,yes,Card,,urgent
ORD8310,Mouse,Bangalore,,28.922k,17,2023-12-14,2023-11-08,WH1,300rs,ten,3,YES,Cash,Delivered,check address
ORD8311,Mobile,Bangalore,Supplier C,₹1667,5,2023-02-04,2023-08-07,WH1,200,15,2,No,Card,,late delivery
ORD8312,Mobile,Hyderabad,unknown,₹17325,16,2023-10-31,08-04-2023,WH1,300,,2,yes,card ,Delivered,urgent
ORD8313,Mobile,Chennai,Supplier C,2446,3,29/07/2023,12-22-2023,WH2,unknown,ten,4,yes,UPI,Pending,check address
ORD8314,Mouse,chen nai,,16.89k,10,10/02/2023,2023-11-11,WH2,300,15,,yes,Cash,Pending,late delivery
ORD8315,Monitor,Hyderabad,,₹27483,18,12/10/2023,06-08-2023,,unknown,15,3,yes,Card,,urgent
ORD8316,Keyboard,Delhi,unknown,27.943k,18,2023-01-12,2023-09-26,,300,10,5,yes,UPI,delivered,late delivery
ORD8317,Mouse,mumbai ,,₹27681,17,2023-11-16,04-09-2023,WH1,300rs,5,1,no,Card,Cancelled,
ORD8318,Monitor,banglore,Supplier C,38136 INR,11,06-12-2023,06/06/2023,WH1,300,10,4,no,card ,Cancelled,late delivery
ORD8319,Laptop,hydrabad,Supplier B,39085 INR,9,2023-11-06,2023-08-28,WH2,unknown,,,yes,Card,Delivered,late delivery
ORD8320,Laptop,chen nai,,36.797k,11,26/01/2023,2023-05-23,WH2,300,15,4,yes,UPI,Pending,late delivery
ORD8321,Mobile,Delhi,Supplier C,42000 INR,9,02/02/2023,2023-07-02,WH1,300,15,,,UPI,,late delivery
ORD8322,Tablet,Chennai,Supplier C,14.025k,17,2023-02-12,29/01/2023,,300rs,,2,,UPI,delivered,late delivery
ORD8323,Mobile,chen nai,Supplier C,₹30940,5,11-19-2023,04-02-2023,WH2,nan,ten,,No,Card,Delivered,late delivery
ORD8324,Tablet,chen nai,,₹23763,12,2023-04-27,2023-08-04,WH1,nan,15,3,no,card ,Pending,late delivery
ORD8325,Monitor,Chennai,Supplier B,25701,18,2023-07-11,2023-02-26,WH1,300,5,3,YES,,delivered,check address
ORD8326,Laptop,Hyderabad,unknown,18.161k,16,2023-11-01,06-26-2023,WH1,nan,5,,No,,delivered,urgent
ORD8327,Mouse,Chennai,unknown,₹42795,9,2023-03-11,17/12/2023,WH2,300,15,4,No,,,
ORD8328,Tablet,Bengaluru,,26.454k,8,2023-08-15,2023-03-11,,300rs,,2,yes,Cash,,late delivery
ORD8329,Monitor,Bengaluru,,38257 INR,6,2023-11-16,2023-11-02,WH2,300,10,1,yes,card ,Pending,late delivery
ORD8330,Laptop,banglore,Supplier A,14.115k,17,2023-03-22,2023-03-08,,100,15,2,YES,card ,,urgent
ORD8331,Mouse,Bangalore,Supplier B,40038 INR,14,24/01/2023,2023-02-09,WH2,200,0,3,,Cash,Delivered,late delivery
ORD8332,Tablet,Mumbai,Supplier C,47999,14,09-19-2023,19/08/2023,WH1,300rs,5,1,yes,,Cancelled,late delivery
ORD8333,Mobile,banglore,Supplier C,₹10028,4,2023-10-11,02/02/2023,WH1,unknown,0,4,no,,Delivered,
ORD8334,Mobile,banglore,unknown,42484,8,10-04-2023,02-14-2023,WH3,100,0,1,YES,Cash,Delivered,
ORD8335,Mobile,hydrabad,,43211,17,2023-06-23,10/09/2023,WH1,100,0,4,YES,UPI,delivered,late delivery
ORD8336,Monitor,hydrabad,Supplier B,₹8688,1,2023-12-30,13/05/2023,,200,15,2,yes,card ,Pending,check address
ORD8337,Mobile,mumbai ,unknown,38009,3,2023-07-13,01-26-2023,WH1,100,15,1,YES,,Pending,
ORD8338,Keyboard,Mumbai,Supplier B,42694 INR,17,2023-01-19,2023-07-07,WH3,200,0,5,,,delivered,urgent
ORD8339,Laptop,Bangalore,,24.255k,3,2023-01-07,2023-12-01,WH1,300,15,3,yes,Cash,Delivered,late delivery
ORD8340,Monitor,chen nai,Supplier C,₹15211,7,2023-09-28,2023-01-02,WH1,300rs,0,4,,Card,Delivered,check address
ORD8341,Mouse,Mumbai,Supplier A,₹17552,11,2023-09-14,21/02/2023,WH2,300rs,0,1,,card ,Cancelled,late delivery
ORD8342,Mobile,mumbai ,Supplier B,47617,15,2023-12-05,2023-10-18,,300rs,ten,1,no,card ,Cancelled,late delivery
ORD8343,Laptop,delhi,Supplier C,43.108k,7,05-21-2023,2023-02-15,WH3,200,10,,yes,card ,Pending,
ORD8344,Tablet,banglore,Supplier B,42259 INR,5,2023-09-08,2023-07-31,WH2,200,ten,5,no,UPI,Delivered,check address
ORD8345,Mobile,Chennai,Supplier B,12513,17,2023-03-01,2023-07-22,WH3,100,10,,no,Card,Cancelled,check address
ORD8346,Laptop,hydrabad,Supplier B,₹6033,5,2023-01-31,08/08/2023,WH1,300rs,10,,YES,card ,delivered,urgent
ORD8347,Keyboard,banglore,,1.521k,1,2023-02-17,07-04-2023,WH3,100,,,No,UPI,Delivered,urgent
ORD8348,Tablet,hydrabad,unknown,31824 INR,7,20/04/2023,2023-03-25,WH2,300,5,2,yes,UPI,,late delivery
ORD8349,Keyboard,Hyderabad,Supplier B,14256 INR,17,2023-08-03,29/01/2023,WH1,100,15,5,,UPI,Cancelled,urgent
ORD8350,Mouse,mumbai ,,45544,8,2023-12-03,08-12-2023,WH2,300rs,10,1,YES,card ,delivered,
ORD8351,Laptop,banglore,Supplier A,27.293k,12,11-07-2023,2023-02-23,,200,5,3,no,card ,delivered,
ORD8352,Keyboard,banglore,unknown,31607,2,2023-05-30,07/09/2023,,100,5,1,no,Cash,,urgent
ORD8353,Mouse,Mumbai,,13793 INR,17,14/02/2023,2023-08-19,,100,ten,1,yes,Cash,Cancelled,
ORD8354,Laptop,Mumbai,Supplier A,25.877k,14,23/08/2023,2023-12-28,WH3,200,15,1,YES,Card,Pending,urgent
ORD8355,Laptop,Chennai,unknown,42612 INR,3,2023-04-02,11-10-2023,,200,ten,,,Cash,delivered,
ORD8356,Keyboard,Delhi,,₹37069,19,03-25-2023,2023-04-02,WH3,300rs,,5,no,card ,Delivered,check address
ORD8357,Laptop,Hyderabad,Supplier A,21543,14,12/03/2023,09/04/2023,WH3,300,0,5,YES,Cash,Pending,check address
ORD8358,Mobile,Chennai,,₹28213,8,2023-07-23,11/09/2023,WH2,unknown,10,4,,Card,delivered,urgent
ORD8359,Laptop,delhi,Supplier A,19.663k,7,2023-02-21,14/09/2023,WH1,300rs,,4,YES,card ,delivered,late delivery
ORD8360,Monitor,Hyderabad,Supplier B,₹43582,5,2023-07-22,2023-10-08,WH1,100,15,,no,,,late delivery
ORD8361,Mouse,Mumbai,Supplier B,29.99k,3,2023-12-17,09-27-2023,WH2,300rs,,,no,,Cancelled,late delivery
ORD8362,Laptop,banglore,unknown,35.449k,1,28/10/2023,04-06-2023,,300rs,ten,4,,,Cancelled,urgent
ORD8363,Monitor,chen nai,Supplier A,₹14116,19,29/07/2023,2023-02-07,WH2,200,5,1,YES,Card,,urgent
ORD8364,Laptop,banglore,Supplier B,₹33859,15,2023-07-06,02-12-2023,WH2,300,,4,no,Card,,urgent
ORD8365,Laptop,Bangalore,unknown,4.706k,1,07-13-2023,12/05/2023,WH1,unknown,10,4,YES,card ,Pending,
ORD8366,Keyboard,Chennai,Supplier C,17.147k,5,09-16-2023,08-31-2023,WH3,300,,2,yes,,Pending,
ORD8367,Mobile,Hyderabad,Supplier B,34728 INR,11,16/10/2023,04-08-2023,WH2,300rs,,,,UPI,,
ORD8368,Mouse,chen nai,Supplier B,21543,14,23/08/2023,2023-11-21,WH2,200,5,,No,Cash,Pending,urgent
ORD8369,Mobile,Bangalore,,34.611k,18,2023-06-16,10/10/2023,WH3,200,ten,5,,,Delivered,
ORD8370,Tablet,delhi,Supplier C,9895,9,08/10/2023,13/10/2023,WH1,100,,4,no,,,check address
ORD8371,Keyboard,banglore,Supplier A,23.412k,15,14/05/2023,2023-09-12,,nan,5,5,YES,,Cancelled,check address
ORD8372,Keyboard,Delhi,unknown,34.014k,11,18/05/2023,2023-01-10,WH2,100,10,3,,,Cancelled,urgent
ORD8373,Mobile,hydrabad,Supplier C,14251 INR,5,10/03/2023,2023-03-14,,unknown,10,,No,card ,,late delivery
ORD8374,Keyboard,mumbai ,Supplier A,45.997k,15,2023-10-05,05-25-2023,,100,0,2,yes,Cash,Cancelled,
ORD8375,Mobile,Bangalore,Supplier B,6109 INR,2,2023-07-13,04-25-2023,WH2,100,ten,3,no,,delivered,
ORD8376,Keyboard,banglore,unknown,₹25632,12,2023-07-30,07-17-2023,,nan,0,,YES,card ,Delivered,late delivery
ORD8377,Laptop,banglore,unknown,30740 INR,7,2023-01-12,01-06-2023,WH2,200,5,5,yes,,delivered,
ORD8378,Mobile,Hyderabad,Supplier C,13.151k,2,10-15-2023,08/04/2023,WH3,200,0,5,no,UPI,,check address
ORD8379,Mobile,Hyderabad,,47165 INR,8,07-29-2023,2023-07-15,WH3,300,0,3,,card ,Cancelled,check address
ORD8380,Monitor,Delhi,Supplier A,30733,9,2023-05-01,2023-08-23,WH3,300,15,4,,UPI,Pending,check address
ORD8381,Keyboard,hydrabad,Supplier C,7325 INR,5,2023-02-22,08-13-2023,WH3,300rs,0,2,No,,delivered,urgent
ORD8382,Keyboard,Bangalore,,23691 INR,15,21/06/2023,2023-01-31,WH1,unknown,ten,5,yes,Cash,delivered,
ORD8383,Mobile,hydrabad,,30.428k,19,2023-11-26,08-24-2023,WH3,300rs,,1,,card ,Cancelled,urgent
ORD8384,Laptop,Mumbai,,11050,19,2023-01-07,2023-03-27,WH2,300rs,10,2,No,UPI,Pending,urgent
ORD8385,Laptop,Hyderabad,unknown,2912,13,2023-11-30,2023-08-25,WH2,300,0,3,YES,UPI,,late delivery
ORD8386,Mouse,hydrabad,Supplier A,37989 INR,13,2023-08-20,12-06-2023,WH2,300,5,5,YES,Cash,Cancelled,
ORD8387,Laptop,mumbai ,Supplier A,8374 INR,6,04-01-2023,07-04-2023,,100,15,5,yes,card ,Delivered,
ORD8388,Keyboard,banglore,Supplier C,₹34034,1,2023-12-09,2023-11-27,WH2,200,15,,YES,Card,Delivered,urgent
ORD8389,Monitor,banglore,Supplier B,48457,10,02/10/2023,02-19-2023,WH1,300,10,3,,UPI,,urgent
ORD8390,Mobile,delhi,Supplier C,20866 INR,6,2023-05-21,10-20-2023,WH1,nan,10,1,YES,card ,,
ORD8391,Tablet,delhi,Supplier A,₹47678,3,2023-02-20,2023-04-29,WH1,100,5,,,Card,Delivered,urgent
ORD8392,Monitor,Delhi,unknown,27.256k,13,2023-03-05,2023-05-16,WH1,nan,5,1,No,card ,Pending,late delivery
ORD8393,Tablet,Bangalore,Supplier C,28769 INR,19,08-19-2023,2023-11-10,WH1,nan,ten,5,,,,urgent
ORD8394,Monitor,Bengaluru,Supplier B,11198 INR,10,05-28-2023,09-09-2023,WH1,200,ten,4,,UPI,Delivered,check address
ORD8395,Laptop,chen nai,Supplier C,30.281k,13,10/04/2023,2023-04-23,WH3,nan,5,1,yes,Card,Pending,urgent
ORD8396,Keyboard,Hyderabad,,5.564k,7,02-22-2023,13/12/2023,WH1,nan,15,1,YES,Cash,Pending,check address
ORD8397,Tablet,Bangalore,Supplier B,37.996k,15,2023-07-30,02/01/2023,,unknown,15,4,,Cash,,check address
ORD8398,Monitor,banglore,,8.155k,4,2023-08-09,09-10-2023,WH1,nan,5,,yes,,delivered,urgent
ORD8399,Keyboard,Chennai,unknown,48952 INR,11,29/06/2023,17/07/2023,WH2,nan,0,1,yes,,Pending,check address
ORD8400,Tablet,delhi,Supplier A,34.085k,8,01/02/2023,07-20-2023,WH2,100,ten,4,yes,Card,,check address
ORD8401,Mobile,chen nai,Supplier C,1710 INR,2,2023-07-30,2023-04-12,,100,0,3,no,UPI,Pending,check address
ORD8402,Monitor,Hyderabad,Supplier C,12388 INR,1,2023-12-03,11-18-2023,WH1,200,5,,yes,UPI,Cancelled,late delivery
ORD8403,Mobile,Mumbai,,9.642k,1,12-24-2023,01-29-2023,WH3,200,5,2,yes,Cash,Pending,late delivery
ORD8404,Laptop,Mumbai,,27457,16,10-18-2023,2023-04-07,WH3,unknown,15,2,,,delivered,check address
ORD8405,Mobile,delhi,Supplier A,₹19127,18,2023-10-23,09-19-2023,WH3,nan,0,3,yes,Cash,Pending,urgent
ORD8406,Mobile,Bangalore,Supplier C,35091 INR,11,2023-10-13,2023-03-19,WH3,300rs,ten,1,yes,Card,delivered,urgent
ORD8407,Mouse,Hyderabad,Supplier A,12752,8,06-16-2023,12-04-2023,WH1,nan,10,2,no,Cash,Delivered,check address
ORD8408,Monitor,chen nai,,5237 INR,19,06/04/2023,2023-06-03,,nan,10,3,no,Cash,delivered,late delivery
ORD8409,Laptop,banglore,,4051,12,25/11/2023,06-26-2023,WH3,unknown,,2,yes,,Pending,urgent
ORD8410,Mobile,Bangalore,Supplier B,31.169k,6,12/04/2023,2023-06-27,WH1,200,ten,1,yes,,Delivered,urgent
ORD8411,Keyboard,delhi,,22.048k,16,2023-10-15,10-28-2023,WH1,300,10,,,UPI,Delivered,
ORD8412,Tablet,Delhi,,₹44311,8,2023-04-09,2023-08-21,WH1,200,0,4,,UPI,Delivered,
ORD8413,Mobile,Bengaluru,Supplier A,₹20088,7,2023-05-29,2023-01-06,WH1,100,15,3,no,UPI,Delivered,check address
ORD8414,Laptop,Bangalore,Supplier B,₹6675,3,2023-02-24,2023-06-09,WH1,200,0,,,Cash,Pending,late delivery
ORD8415,Mobile,mumbai ,Supplier B,₹40555,1,2023-06-06,12/08/2023,WH2,unknown,0,2,YES,Cash,,
ORD8416,Tablet,Hyderabad,Supplier C,3640 INR,6,02/03/2023,18/05/2023,WH1,300,10,1,No,card ,delivered,
ORD8417,Laptop,Mumbai,unknown,₹13317,3,2023-01-09,13/03/2023,WH1,nan,5,,no,Card,,
ORD8418,Monitor,mumbai ,Supplier C,₹45408,19,2023-07-12,03-13-2023,WH1,300,,2,no,card ,,check address
ORD8419,Laptop,Bangalore,Supplier C,₹41144,2,14/09/2023,19/01/2023,WH2,unknown,10,1,,Card,delivered,late delivery
ORD8420,Monitor,Bangalore,Supplier C,41906 INR,17,2023-03-25,2023-10-19,WH2,unknown,10,1,No,,Cancelled,urgent
ORD8421,Laptop,mumbai ,Supplier B,39.13k,16,2023-05-08,06-25-2023,,200,10,1,No,Cash,delivered,check address
ORD8422,Tablet,Delhi,Supplier A,₹34462,7,05-11-2023,16/04/2023,,300rs,,1,yes,card ,Cancelled,urgent
ORD8423,Tablet,mumbai ,,₹21637,6,2023-07-11,11-16-2023,WH1,unknown,15,3,no,Cash,delivered,
ORD8424,Laptop,banglore,Supplier B,11385,11,03-28-2023,17/02/2023,WH3,100,ten,,yes,card ,,late delivery
ORD8425,Mobile,chen nai,,16.201k,15,2023-09-21,11-08-2023,WH1,unknown,10,4,,UPI,,check address
ORD8426,Tablet,mumbai ,,35536,11,2023-02-09,2023-08-24,,300,15,3,No,Card,delivered,late delivery
ORD8427,Monitor,hydrabad,unknown,25667 INR,7,05-11-2023,10/02/2023,WH3,unknown,15,2,yes,UPI,Delivered,check address
ORD8428,Monitor,hydrabad,Supplier C,46384,15,28/12/2023,2023-09-29,WH3,200,0,3,No,Cash,Cancelled,late delivery
ORD8429,Keyboard,mumbai ,unknown,₹1171,16,05-21-2023,09-05-2023,,nan,5,3,yes,,Delivered,late delivery
ORD8430,Mouse,Hyderabad,Supplier C,36517,8,2023-04-02,2023-11-23,WH1,200,,2,yes,,Cancelled,check address
ORD8431,Mouse,chen nai,Supplier B,36870 INR,5,2023-09-21,05-08-2023,,unknown,5,4,No,UPI,,urgent
ORD8432,Mouse,Bengaluru,,48375 INR,17,07-25-2023,09-08-2023,WH3,unknown,15,3,,card ,Cancelled,
ORD8433,Monitor,mumbai ,unknown,38982,2,12-23-2023,2023-12-08,WH2,nan,15,1,YES,UPI,,urgent
ORD8434,Keyboard,mumbai ,Supplier B,₹33844,7,2023-06-04,02-05-2023,WH1,300rs,,3,YES,,delivered,late delivery
ORD8435,Mouse,banglore,Supplier B,₹19582,6,01/11/2023,12/06/2023,,100,5,2,no,UPI,delivered,late delivery
ORD8436,Mouse,hydrabad,Supplier C,5237,12,2023-01-31,2023-07-21,,300,0,4,YES,Card,Pending,urgent
ORD8437,Laptop,Mumbai,,₹31465,16,2023-04-19,2023-10-28,,200,5,3,No,UPI,Pending,check address
ORD8438,Laptop,hydrabad,Supplier C,7027,11,2023-08-05,15/09/2023,WH2,200,10,3,no,card ,delivered,urgent
ORD8439,Laptop,hydrabad,Supplier C,14241,17,2023-09-29,06-10-2023,WH2,300,5,2,YES,Cash,Pending,check address
ORD8440,Mobile,banglore,Supplier B,11367,10,2023-04-07,27/04/2023,WH1,unknown,15,5,YES,UPI,delivered,late delivery
ORD8441,Mouse,mumbai ,Supplier C,28.483k,16,07/10/2023,08-27-2023,WH1,nan,,5,yes,Card,Delivered,check address
ORD8442,Mobile,Hyderabad,Supplier A,16.031k,16,22/03/2023,2023-02-02,WH1,100,10,,yes,card ,,urgent
ORD8443,Keyboard,banglore,,36.312k,15,2023-11-16,2023-08-28,,300rs,15,3,YES,Card,delivered,check address
ORD8444,Monitor,Hyderabad,Supplier C,33.023k,15,2023-09-13,10-16-2023,WH2,300,5,,no,card ,Pending,urgent
ORD8445,Mouse,chen nai,Supplier C,29188,4,06/10/2023,27/06/2023,WH1,100,,1,No,,Pending,check address
ORD8446,Monitor,Hyderabad,unknown,36.625k,3,07-05-2023,04-02-2023,WH2,200,10,3,YES,,Pending,urgent
ORD8447,Laptop,Delhi,,₹35321,14,2023-09-19,01-11-2023,WH3,100,5,,No,Cash,Delivered,check address
ORD8448,Mouse,Chennai,,7274,10,2023-05-14,27/12/2023,WH1,unknown,10,5,no,Cash,Delivered,urgent
ORD8449,Tablet,chen nai,Supplier C,13556 INR,6,04/05/2023,2023-10-22,WH2,300rs,0,3,,card ,Delivered,urgent
ORD8450,Mobile,Chennai,Supplier A,₹42921,11,02-16-2023,2023-02-13,WH1,100,0,1,no,Card,delivered,urgent
ORD8451,Mobile,mumbai ,unknown,35395 INR,4,2023-12-10,2023-11-18,WH2,unknown,,4,,Card,,check address
ORD8452,Mouse,mumbai ,Supplier A,₹27543,10,2023-01-12,08/10/2023,WH2,200,0,3,yes,UPI,Delivered,late delivery
ORD8453,Laptop,Delhi,Supplier C,₹12523,16,04/03/2023,16/05/2023,,300rs,15,2,No,,Pending,
ORD8454,Mobile,Bangalore,,₹2074,8,2023-11-18,2023-10-30,WH3,300rs,5,1,yes,UPI,Pending,urgent
ORD8455,Laptop,hydrabad,,20588 INR,9,2023-04-22,2023-04-16,WH1,300rs,10,3,No,Cash,Delivered,late delivery
ORD8456,Keyboard,Chennai,Supplier A,14.99k,4,14/02/2023,2023-01-11,WH2,200,10,5,no,,,check address
ORD8457,Monitor,banglore,Supplier B,32528 INR,17,16/09/2023,2023-10-31,WH1,nan,ten,,YES,Card,,
ORD8458,Tablet,Delhi,Supplier C,18412,10,2023-10-26,2023-08-03,WH2,200,0,3,YES,,,urgent
ORD8459,Monitor,chen nai,,₹18031,13,2023-04-24,17/10/2023,WH3,nan,10,,,Cash,Pending,late delivery
ORD8460,Monitor,Bengaluru,Supplier B,46793,17,12/12/2023,2023-08-20,WH2,unknown,10,5,YES,,delivered,check address
ORD8461,Keyboard,banglore,,15837 INR,19,2023-10-20,03-04-2023,WH2,nan,5,2,No,Cash,Cancelled,late delivery
ORD8462,Mobile,Hyderabad,,₹39071,17,2023-07-26,2023-03-11,WH1,200,,4,YES,Card,Delivered,
ORD8463,Tablet,mumbai ,Supplier B,48512 INR,4,2023-11-09,2023-09-11,WH3,unknown,ten,5,yes,card ,Delivered,check address
ORD8464,Mobile,hydrabad,Supplier A,20.546k,6,02/01/2023,2023-02-11,WH2,100,10,3,YES,,Cancelled,late delivery
ORD8465,Mouse,chen nai,Supplier C,47.515k,14,2023-06-01,2023-05-10,WH1,200,0,2,yes,card ,Cancelled,urgent
ORD8466,Monitor,Delhi,Supplier B,₹46875,9,06/01/2023,2023-12-23,WH2,300rs,0,1,,Cash,Pending,check address
ORD8467,Mouse,Chennai,Supplier B,18286 INR,6,2023-01-19,19/12/2023,WH1,100,ten,3,,,Pending,late delivery
ORD8468,Laptop,Chennai,,10695 INR,10,02-20-2023,2023-04-29,WH3,300,,,no,Card,Delivered,urgent
ORD8469,Monitor,delhi,Supplier B,38.844k,6,21/01/2023,27/04/2023,,unknown,10,,no,,delivered,late delivery
ORD8470,Mobile,mumbai ,Supplier C,12054,9,2023-06-25,14/05/2023,WH3,300,10,,no,Card,Delivered,check address
ORD8471,Monitor,banglore,Supplier A,3.897k,13,09-04-2023,06-17-2023,WH1,300,10,1,yes,Cash,Delivered,late delivery
ORD8472,Laptop,Hyderabad,Supplier A,10537,16,2023-05-23,2023-01-08,WH3,300rs,,,no,card ,Delivered,urgent
ORD8473,Keyboard,Hyderabad,Supplier A,22946 INR,16,30/05/2023,10-23-2023,WH1,unknown,0,,,UPI,Pending,urgent
ORD8474,Mouse,mumbai ,Supplier C,9.681k,19,2023-12-28,07-31-2023,WH1,unknown,10,5,YES,UPI,Delivered,urgent
ORD8475,Mouse,delhi,,8851,5,2023-02-18,2023-11-30,WH3,300rs,ten,,yes,,delivered,urgent
ORD8476,Mobile,delhi,Supplier C,26.001k,11,08-19-2023,05/01/2023,,nan,10,2,no,card ,delivered,
ORD8477,Monitor,hydrabad,Supplier B,15.585k,15,2023-06-04,21/08/2023,WH3,unknown,ten,4,no,Card,delivered,late delivery
ORD8478,Mobile,banglore,unknown,40.996k,8,2023-06-23,2023-01-28,WH1,300rs,ten,3,,UPI,Delivered,urgent
ORD8479,Keyboard,delhi,unknown,48038,15,19/12/2023,15/05/2023,,unknown,15,2,YES,card ,Cancelled,late delivery
ORD8480,Monitor,Delhi,unknown,49123 INR,11,19/07/2023,07-16-2023,WH1,nan,5,2,No,card ,Delivered,
ORD8481,Monitor,delhi,Supplier A,₹31117,13,2023-07-05,2023-09-14,,300,,4,YES,Cash,Cancelled,urgent
ORD8482,Mobile,hydrabad,Supplier C,6595,2,2023-06-27,2023-02-02,WH3,200,5,,no,UPI,Delivered,
ORD8483,Mobile,Chennai,Supplier C,24774 INR,2,08-28-2023,26/05/2023,WH3,200,,5,no,Cash,delivered,check address
ORD8484,Laptop,Mumbai,Supplier A,49.565k,12,2023-11-23,2023-06-28,WH1,unknown,5,,YES,card ,Cancelled,check address
ORD8485,Keyboard,Bangalore,Supplier B,44691,9,07/05/2023,09-03-2023,,300rs,15,,YES,UPI,delivered,urgent
ORD8486,Laptop,Chennai,unknown,10599,15,2023-12-02,2023-11-26,WH1,unknown,5,4,,Card,Delivered,late delivery
ORD8487,Mouse,Chennai,unknown,7462,7,20/05/2023,2023-02-17,,300,10,4,No,,Pending,late delivery
ORD8488,Monitor,Bengaluru,Supplier A,14.307k,14,19/09/2023,10-05-2023,WH1,unknown,5,4,yes,card ,Cancelled,late delivery
ORD8489,Mobile,Bengaluru,unknown,40136 INR,17,2023-12-28,08-19-2023,WH3,300,5,,yes,Card,Delivered,late delivery
ORD8490,Monitor,mumbai ,,28.531k,2,13/09/2023,10-29-2023,WH2,nan,0,1,No,,delivered,check address
ORD8491,Monitor,Bengaluru,Supplier C,43174 INR,9,2023-03-28,11-03-2023,WH1,nan,,,,UPI,,late delivery
ORD8492,Tablet,mumbai ,unknown,37.71k,13,2023-10-13,2023-09-11,WH2,300,5,3,YES,Card,Pending,check address
