order_id,product,city,supplier,price_cleaned,quantity,order_date_clean,delivery_date_clean,warehouse,transport_cost,discount,customer_rating,returned,payment_method,delivery_status,notes
ORD7909,Mobile,Bangalore,Unknown,33778.0,5,2023-12-08,2023-10-05,WH3,100.0,0.0,2.0,Yes,Card,Delivered,urgent
ORD7910,Mouse,Bangalore,Unknown,16611.0,15,2023-06-26,2023-05-19,Unknown,200.0,0.0,2.0,No,Card,Delivered,No Notes
ORD7911,Tablet,Mumbai,Unknown,30527.0,9,2023-09-03,2023-11-04,WH3,300.0,10.0,3.0,Yes,Cash,Unknown,No Notes
ORD7912,Mobile,Delhi,Supplier B,30930.0,17,2023-04-15,2023-03-07,Unknown,300.0,10.0,5.0,No,Upi,Pending,check address
ORD7913,Tablet,Hyderabad,Unknown,49775.0,12,2023-12-31,2023-12-13,WH3,200.0,0.0,5.0,No,Card,Delivered,check address
ORD7914,Mobile,Mumbai,Supplier A,43549.0,13,2023-06-29,2023-12-16,Unknown,200.0,5.0,5.0,No,Upi,Delivered,No Notes
ORD7915,Tablet,Chennai,Unknown,25704.0,10,2023-10-31,2023-04-02,WH1,100.0,0.0,3.0,Yes,Card,Delivered,No Notes
ORD7916,Mouse,Chennai,Unknown,41673.0,7,2023-07-02,2023-12-19,Unknown,100.0,10.0,3.0,No,Upi,Pending,No Notes
ORD7917,Monitor,Chennai,Unknown,37371.0,7,2023-02-18,2023-11-23,Unknown,300.0,10.0,3.0,Yes,Unknown,Cancelled,check address
ORD7918,Keyboard,Mumbai,Unknown,34057.0,8,2023-06-25,2023-11-19,WH2,100.0,5.0,5.0,Yes,Card,Delivered,late delivery
ORD7919,Tablet,Bangalore,Supplier C,39456.0,15,2023-11-17,2023-10-27,Unknown,300.0,10.0,1.0,No,Cash,Delivered,urgent
ORD7920,Mouse,Chennai,Supplier B,8393.0,18,2023-03-29,2023-07-02,WH1,200.0,15.0,3.0,No,Unknown,Unknown,No Notes
ORD7921,Tablet,Bangalore,Supplier A,10868.0,1,2023-03-30,2023-01-13,WH2,300.0,5.0,3.0,Yes,Cash,Delivered,No Notes
ORD7922,Monitor,Delhi,Supplier A,47204.0,10,2023-07-12,2023-08-11,WH2,300.0,5.0,5.0,No,Upi,Pending,No Notes
ORD7923,Tablet,Hyderabad,Supplier A,41373.0,19,2023-10-31,2023-08-26,WH3,300.0,10.0,3.0,Yes,Card,Delivered,late delivery
ORD7924,Mouse,Mumbai,Supplier A,27420.0,3,2023-11-01,2023-05-26,Unknown,200.0,0.0,1.0,No,Card,Cancelled,No Notes
ORD7925,Mouse,Hyderabad,Unknown,45595.0,7,2023-11-26,2023-03-14,WH3,300.0,15.0,5.0,No,Card,Unknown,check address
ORD7926,Laptop,Chennai,Supplier B,20077.0,4,2023-10-03,2023-02-23,WH3,300.0,10.0,3.0,No,Card,Unknown,No Notes
ORD7927,Monitor,Hyderabad,Unknown,30336.0,5,2023-03-05,2023-01-04,Unknown,300.0,5.0,3.0,No,Card,Delivered,urgent
ORD7928,Laptop,Bangalore,Unknown,13985.0,6,2023-10-25,2023-06-03,WH3,300.0,0.0,4.0,No,Cash,Pending,urgent
ORD7929,Monitor,Delhi,Supplier C,13014.0,10,2023-12-20,2023-12-18,WH1,300.0,15.0,4.0,Yes,Card,Unknown,urgent
ORD7930,Tablet,Delhi,Unknown,9374.0,12,2023-10-15,2023-10-13,WH1,100.0,0.0,2.0,No,Unknown,Unknown,late delivery
ORD7931,Mouse,Hyderabad,Supplier B,20970.0,14,2023-02-03,2023-11-04,Unknown,100.0,10.0,2.0,No,Cash,Cancelled,late delivery
ORD7932,Laptop,Bangalore,Unknown,23299.0,2,2023-03-29,2023-09-19,Unknown,300.0,0.0,3.0,Yes,Card,Delivered,late delivery
ORD7933,Tablet,Delhi,Unknown,26977.0,3,2023-07-13,2023-01-11,WH2,300.0,5.0,4.0,Yes,Card,Cancelled,urgent
ORD7934,Mouse,Hyderabad,Unknown,28331.0,1,2023-07-06,2023-11-02,Unknown,100.0,5.0,2.0,Yes,Card,Pending,late delivery
ORD7935,Monitor,Mumbai,Supplier A,6584.0,3,2023-09-30,2023-11-01,Unknown,200.0,0.0,5.0,No,Card,Pending,No Notes
ORD7936,Mouse,Mumbai,Supplier A,13965.0,15,2023-06-12,2023-08-04,WH1,200.0,15.0,4.0,No,Upi,Unknown,No Notes
ORD7937,Tablet,Chennai,Supplier A,20233.0,16,2023-05-21,2023-10-13,WH1,100.0,10.0,1.0,No,Card,Delivered,late delivery
ORD7938,Laptop,Delhi,Supplier A,21819.0,2,2023-12-12,2023-05-29,Unknown,200.0,0.0,1.0,Yes,Card,Delivered,check address
ORD7939,Laptop,Hyderabad,Unknown,29782.0,16,2023-12-07,2023-12-18,WH2,200.0,10.0,1.0,No,Cash,Delivered,check address
ORD7940,Mouse,Mumbai,Unknown,40172.0,15,2023-02-16,2023-08-27,WH1,200.0,5.0,1.0,Yes,Card,Pending,urgent
ORD7941,Tablet,Chennai,Unknown,45927.0,7,2023-11-17,2023-10-20,WH1,100.0,0.0,4.0,No,Unknown,Cancelled,No Notes
ORD7942,Mobile,Chennai,Unknown,14499.0,5,2023-05-17,2023-09-16,WH3,300.0,10.0,5.0,No,Unknown,Unknown,late delivery
ORD7943,Monitor,Hyderabad,Supplier A,21311.0,5,2023-03-08,2023-08-30,Unknown,100.0,5.0,1.0,No,Upi,Delivered,No Notes
ORD7944,Monitor,Mumbai,Supplier C,23898.0,9,2023-02-08,2023-09-29,WH3,300.0,10.0,5.0,No,Cash,Cancelled,No Notes
ORD7945,Tablet,Bangalore,Supplier C,24824.0,14,2023-10-14,2023-06-20,Unknown,200.0,5.0,2.0,No,Upi,Cancelled,late delivery
ORD7946,Mobile,Delhi,Supplier A,15110.0,19,2023-02-10,2023-09-14,WH2,300.0,10.0,2.0,Yes,Upi,Pending,check address
ORD7947,Laptop,Hyderabad,Supplier B,48707.0,18,2023-06-05,2023-04-06,WH3,300.0,5.0,3.0,No,Card,Unknown,check address
ORD7948,Keyboard,Chennai,Unknown,23976.0,9,2023-01-02,2023-05-26,WH1,300.0,10.0,4.0,No,Card,Unknown,check address
ORD7949,Keyboard,Mumbai,Supplier C,6825.0,3,2023-09-23,2023-09-07,Unknown,200.0,10.0,1.0,No,Card,Delivered,No Notes
ORD7950,Tablet,Bangalore,Unknown,4488.0,11,2023-03-11,2023-03-25,Unknown,200.0,10.0,5.0,No,Unknown,Unknown,No Notes
ORD7951,Mobile,Chennai,Supplier B,2895.0,15,2023-04-24,2023-10-14,WH3,200.0,10.0,5.0,No,Card,Pending,check address
ORD7952,Mobile,Chennai,Unknown,3908.0,4,2023-11-07,2023-07-07,WH3,300.0,0.0,,Yes,Cash,Cancelled,urgent
ORD7953,Monitor,Bangalore,Supplier B,2411.0,5,2023-07-20,2023-09-02,WH2,100.0,15.0,4.0,No,Card,Delivered,check address
ORD7954,Laptop,Chennai,Supplier B,6457.0,18,2023-03-27,2023-07-22,WH1,300.0,5.0,2.0,Yes,Cash,Cancelled,No Notes
ORD7955,Mouse,Hyderabad,Unknown,12574.0,12,2023-01-30,2023-04-28,WH2,100.0,10.0,4.0,No,Upi,Delivered,No Notes
ORD7956,Mobile,Bangalore,Unknown,43903.0,1,2023-10-12,2023-07-26,WH1,100.0,5.0,5.0,Yes,Card,Delivered,No Notes
ORD7957,Mouse,Mumbai,Unknown,39216.0,2,2023-11-11,2023-07-24,WH1,200.0,0.0,4.0,Yes,Unknown,Delivered,check address
ORD7958,Keyboard,Bangalore,Supplier C,28694.0,9,2023-12-07,2023-12-07,Unknown,300.0,10.0,,No,Cash,Delivered,No Notes
ORD7959,Mouse,Bangalore,Supplier A,9847.0,18,2023-11-04,2023-09-13,WH1,200.0,0.0,2.0,Yes,Card,Cancelled,check address
ORD7960,Laptop,Hyderabad,Supplier A,23676.0,5,2023-11-08,2023-10-16,WH3,200.0,10.0,2.0,No,Cash,Pending,No Notes
ORD7961,Laptop,Bangalore,Supplier C,42309.0,14,2023-08-29,2023-05-04,Unknown,300.0,10.0,,Yes,Upi,Unknown,late delivery
ORD7962,Mouse,Chennai,Supplier B,15658.0,11,2023-09-20,2023-01-22,WH2,300.0,0.0,1.0,Yes,Card,Delivered,urgent
ORD7963,Tablet,Mumbai,Supplier C,24392.0,3,2023-04-09,2023-08-13,WH1,200.0,10.0,1.0,No,Upi,Pending,check address
ORD7964,Mobile,Delhi,Supplier C,18527.0,9,2023-07-16,2023-10-20,Unknown,300.0,5.0,,Yes,Cash,Unknown,urgent
ORD7965,Tablet,Hyderabad,Unknown,30676.0,2,2023-05-17,2023-09-04,WH3,300.0,5.0,1.0,Yes,Unknown,Delivered,No Notes
ORD7966,Mouse,Bangalore,Supplier C,17781.0,14,2023-01-31,2023-10-15,WH2,200.0,0.0,2.0,No,Cash,Cancelled,late delivery
ORD7967,Mobile,Hyderabad,Supplier B,1645.0,2,2023-02-08,2023-04-12,Unknown,100.0,15.0,5.0,No,Unknown,Delivered,No Notes
ORD7968,Monitor,Hyderabad,Supplier A,32940.0,10,2023-02-05,2023-09-21,Unknown,100.0,0.0,1.0,Yes,Unknown,Cancelled,late delivery
ORD7969,Tablet,Bangalore,Unknown,13700.0,19,2023-12-31,2023-05-25,WH3,300.0,5.0,4.0,Yes,Cash,Unknown,late delivery
ORD7970,Tablet,Bangalore,Supplier C,24990.0,2,2023-08-29,2023-12-27,WH3,200.0,5.0,5.0,No,Cash,Pending,No Notes
ORD7971,Mouse,Delhi,Supplier C,21516.0,16,2023-02-13,2023-01-10,WH1,300.0,10.0,,Yes,Unknown,Delivered,late delivery
ORD7972,Keyboard,Delhi,Unknown,19618.0,6,2023-02-03,2023-08-25,WH2,300.0,0.0,3.0,No,Cash,Unknown,check address
ORD7973,Mouse,Bangalore,Unknown,11964.0,12,2023-02-26,2023-11-22,Unknown,300.0,10.0,1.0,Yes,Card,Delivered,check address
ORD7974,Tablet,Delhi,Supplier C,32853.0,7,2023-10-02,2023-10-23,WH3,300.0,0.0,3.0,No,Unknown,Pending,urgent
ORD7975,Mobile,Mumbai,Supplier C,32190.0,4,2023-01-17,2023-05-12,WH3,200.0,5.0,1.0,No,Unknown,Delivered,late delivery
ORD7976,Keyboard,Hyderabad,Supplier B,2962.0,8,2023-09-17,2023-10-15,Unknown,300.0,0.0,5.0,No,Cash,Delivered,No Notes
ORD7977,Mouse,Bangalore,Supplier A,40241.0,19,2023-08-30,2023-04-29,WH3,100.0,10.0,3.0,Yes,Upi,Pending,late delivery
ORD7978,Mouse,Chennai,Supplier A,41251.0,10,2023-06-14,2023-01-24,WH3,300.0,0.0,2.0,Yes,Card,Delivered,urgent
ORD7979,Tablet,Bangalore,Unknown,5415.0,1,2023-09-18,2023-05-28,WH1,200.0,0.0,1.0,No,Cash,Unknown,No Notes
ORD7980,Tablet,Chennai,Supplier A,49616.0,5,2023-07-16,2023-07-12,Unknown,300.0,0.0,,Yes,Card,Pending,No Notes
ORD7981,Monitor,Chennai,Unknown,32545.0,6,2023-08-21,2023-07-05,WH1,300.0,15.0,,No,Card,Delivered,check address
ORD7982,Mouse,Chennai,Unknown,9705.0,19,2023-03-15,2023-07-18,WH2,300.0,15.0,4.0,Yes,Card,Pending,late delivery
ORD7983,Tablet,Bangalore,Unknown,30766.0,18,2023-11-23,2023-06-16,WH3,300.0,15.0,3.0,No,Card,Pending,check address
ORD7984,Laptop,Mumbai,Unknown,11704.0,19,2023-10-18,2023-09-17,WH1,300.0,10.0,,No,Unknown,Delivered,No Notes
ORD7985,Keyboard,Bangalore,Supplier A,33119.0,19,2023-04-15,2023-12-31,Unknown,300.0,10.0,4.0,Yes,Card,Delivered,No Notes
ORD7986,Laptop,Bangalore,Supplier C,29671.0,1,2023-12-17,2023-07-14,WH2,300.0,0.0,3.0,Yes,Cash,Cancelled,No Notes
ORD7987,Keyboard,Mumbai,Unknown,22203.0,11,2023-11-23,2023-08-04,WH2,300.0,0.0,5.0,No,Card,Delivered,late delivery
ORD7988,Mouse,Delhi,Supplier B,17391.0,3,2023-07-09,2023-01-27,WH1,300.0,15.0,4.0,Yes,Upi,Cancelled,late delivery
ORD7989,Monitor,Mumbai,Unknown,27579.0,10,2023-09-13,2023-02-02,WH1,200.0,5.0,1.0,Yes,Card,Cancelled,urgent
ORD7990,Tablet,Bangalore,Unknown,13451.0,7,2023-01-12,2023-03-21,WH3,300.0,15.0,2.0,Yes,Unknown,Pending,urgent
ORD7991,Tablet,Hyderabad,Unknown,25516.0,17,2023-10-20,2023-06-14,WH1,300.0,0.0,5.0,No,Unknown,Delivered,late delivery
ORD7992,Tablet,Bangalore,Supplier C,46836.0,16,2023-10-27,2023-04-27,WH1,200.0,15.0,3.0,Yes,Upi,Delivered,urgent
ORD7993,Mouse,Delhi,Supplier B,32077.0,7,2023-02-10,2023-11-22,WH1,200.0,5.0,1.0,No,Card,Delivered,late delivery
ORD7994,Keyboard,Bangalore,Supplier A,11320.0,13,2023-12-18,2023-04-21,WH2,300.0,5.0,3.0,No,Card,Cancelled,check address
ORD7995,Tablet,Bangalore,Unknown,46976.0,12,2023-12-22,2023-06-30,Unknown,300.0,5.0,4.0,No,Unknown,Delivered,No Notes
ORD7996,Laptop,Delhi,Supplier C,20330.0,12,2023-10-15,2023-01-10,WH1,300.0,0.0,4.0,Yes,Upi,Unknown,urgent
ORD7997,Tablet,Bangalore,Supplier B,23120.0,8,2023-09-11,2023-12-03,WH2,200.0,15.0,2.0,No,Unknown,Cancelled,urgent
ORD7998,Mouse,Bangalore,Unknown,35612.0,8,2023-12-28,2023-10-17,WH2,300.0,0.0,4.0,No,Card,Delivered,late delivery
ORD7999,Monitor,Hyderabad,Supplier A,49025.0,13,2023-04-18,2023-01-04,WH1,300.0,10.0,5.0,No,Card,Delivered,urgent
ORD8000,Laptop,Bangalore,Unknown,32790.0,11,2023-08-02,2023-09-13,WH2,300.0,5.0,3.0,No,Card,Cancelled,check address
ORD8001,Tablet,Chennai,Unknown,41327.0,1,2023-11-19,2023-05-17,WH3,300.0,15.0,3.0,No,Card,Delivered,check address
ORD8002,Tablet,Bangalore,Unknown,23070.0,17,2023-08-03,2023-08-18,Unknown,300.0,10.0,5.0,No,Cash,Unknown,check address
ORD8003,Mobile,Hyderabad,Supplier C,20449.0,19,2023-11-02,2023-02-23,WH3,100.0,0.0,4.0,Yes,Card,Delivered,urgent
ORD8004,Keyboard,Mumbai,Unknown,10294.0,13,2023-12-16,2023-01-18,Unknown,200.0,10.0,4.0,Yes,Unknown,Unknown,check address
ORD8005,Laptop,Chennai,Unknown,33256.0,15,2023-09-05,2023-02-19,WH2,200.0,10.0,5.0,Yes,Unknown,Cancelled,check address
ORD8006,Mobile,Mumbai,Supplier C,34447.0,12,2023-08-10,2023-01-17,WH1,100.0,10.0,2.0,Yes,Card,Pending,No Notes
ORD8007,Monitor,Hyderabad,Supplier C,8190.0,17,2023-11-17,2023-08-27,WH1,300.0,0.0,1.0,No,Upi,Cancelled,urgent
ORD8008,Keyboard,Chennai,Supplier C,39115.0,3,2023-06-10,2023-08-21,WH2,300.0,5.0,1.0,Yes,Cash,Delivered,No Notes
ORD8009,Laptop,Delhi,Supplier A,46493.0,7,2023-09-20,2023-12-12,WH1,300.0,10.0,4.0,No,Cash,Unknown,check address
ORD8010,Tablet,Bangalore,Unknown,12561.0,2,2023-08-16,2023-01-27,WH2,200.0,10.0,,No,Card,Delivered,check address
ORD8011,Laptop,Delhi,Unknown,21431.0,2,2023-07-15,2023-07-03,WH3,200.0,0.0,1.0,No,Cash,Delivered,No Notes
ORD8012,Tablet,Delhi,Supplier B,30617.0,6,2023-03-12,2023-01-19,WH2,300.0,5.0,1.0,No,Cash,Pending,late delivery
ORD8013,Keyboard,Hyderabad,Supplier A,14571.0,4,2023-05-04,2023-11-21,WH2,300.0,10.0,,Yes,Card,Unknown,check address
ORD8014,Tablet,Bangalore,Unknown,44783.0,16,2023-06-08,2023-08-17,WH3,200.0,5.0,1.0,Yes,Unknown,Delivered,urgent
ORD8015,Monitor,Bangalore,Unknown,32395.0,15,2023-06-19,2023-09-05,WH3,300.0,10.0,4.0,No,Card,Cancelled,urgent
ORD8016,Mouse,Chennai,Supplier B,1009.0,10,2023-04-20,2023-11-07,WH2,100.0,0.0,3.0,Yes,Card,Delivered,check address
ORD8017,Tablet,Bangalore,Unknown,49755.0,14,2023-12-26,2023-05-19,WH3,300.0,15.0,4.0,No,Card,Delivered,late delivery
ORD8018,Monitor,Delhi,Unknown,46213.0,9,2023-10-06,2023-03-07,Unknown,200.0,0.0,4.0,Yes,Unknown,Unknown,urgent
ORD8019,Mouse,Mumbai,Supplier A,16203.0,15,2023-05-26,2023-02-10,WH3,100.0,15.0,,No,Card,Delivered,urgent
ORD8020,Keyboard,Bangalore,Supplier C,44791.0,7,2023-03-17,2023-01-12,WH1,100.0,5.0,2.0,No,Card,Delivered,check address
ORD8021,Keyboard,Bangalore,Supplier B,6321.0,7,2023-10-22,2023-11-06,WH3,300.0,0.0,2.0,No,Cash,Delivered,check address
ORD8022,Laptop,Chennai,Supplier B,11378.0,8,2023-08-27,2023-03-14,WH3,300.0,10.0,4.0,No,Upi,Delivered,urgent
ORD8023,Monitor,Delhi,Unknown,49847.0,19,2023-11-16,2023-07-17,WH2,200.0,0.0,5.0,No,Unknown,Pending,late delivery
ORD8024,Monitor,Delhi,Unknown,8506.0,18,2023-06-27,2023-03-18,WH3,300.0,10.0,5.0,No,Card,Unknown,check address
ORD8025,Mobile,Mumbai,Supplier B,11219.0,17,2023-12-15,2023-02-26,Unknown,100.0,10.0,2.0,No,Unknown,Delivered,No Notes
ORD8026,Mobile,Hyderabad,Supplier C,30955.0,18,2023-02-27,2023-08-29,WH2,200.0,5.0,,No,Card,Cancelled,check address
ORD8027,Mouse,Chennai,Unknown,35224.0,19,2023-06-04,2023-10-06,Unknown,300.0,15.0,2.0,No,Cash,Delivered,late delivery
ORD8028,Mouse,Bangalore,Supplier A,33811.0,8,2023-11-08,2023-08-26,WH1,300.0,15.0,3.0,No,Cash,Pending,late delivery
ORD8029,Mobile,Bangalore,Unknown,41094.0,13,2023-05-06,2023-04-07,WH2,200.0,10.0,2.0,Yes,Upi,Cancelled,late delivery
ORD8030,Mouse,Mumbai,Supplier A,29769.0,11,2023-11-19,2023-06-20,WH2,300.0,15.0,,No,Cash,Pending,check address
ORD8031,Tablet,Bangalore,Supplier C,11086.0,19,2023-12-29,2023-07-10,WH1,300.0,0.0,1.0,Yes,Cash,Delivered,No Notes
ORD8032,Mobile,Delhi,Supplier B,29357.0,7,2023-08-23,2023-01-12,WH1,200.0,10.0,4.0,No,Upi,Cancelled,late delivery
ORD8033,Monitor,Mumbai,Supplier C,41544.0,5,2023-10-30,2023-03-11,Unknown,200.0,10.0,4.0,No,Unknown,Cancelled,check address
ORD8034,Tablet,Delhi,Supplier B,27862.0,5,2023-10-03,2023-04-20,WH3,300.0,0.0,,No,Cash,Pending,urgent
ORD8035,Mouse,Delhi,Unknown,19955.0,8,2023-03-25,2023-10-27,WH2,200.0,0.0,4.0,Yes,Unknown,Pending,urgent
ORD8036,Keyboard,Bangalore,Supplier A,48660.0,10,2023-04-21,2023-12-02,WH2,300.0,15.0,,No,Upi,Delivered,late delivery
ORD8037,Laptop,Hyderabad,Unknown,9200.0,5,2023-01-15,2023-02-07,Unknown,300.0,15.0,3.0,No,Card,Cancelled,urgent
ORD8038,Mobile,Chennai,Supplier B,6632.0,15,2023-11-19,2023-02-21,WH2,300.0,0.0,3.0,No,Cash,Cancelled,check address
ORD8039,Keyboard,Delhi,Supplier A,14700.0,16,2023-02-15,2023-01-09,WH1,200.0,0.0,1.0,No,Unknown,Cancelled,urgent
ORD8040,Mouse,Bangalore,Supplier A,35630.0,10,2023-02-05,2023-04-18,WH2,100.0,5.0,4.0,No,Card,Cancelled,check address
ORD8041,Monitor,Delhi,Unknown,20509.0,8,2023-09-13,2023-01-15,WH3,300.0,5.0,1.0,No,Card,Delivered,urgent
ORD8042,Laptop,Delhi,Supplier A,5711.0,19,2023-06-18,2023-05-30,WH1,300.0,0.0,2.0,Yes,Card,Delivered,late delivery
ORD8043,Keyboard,Hyderabad,Supplier B,31871.0,4,2023-12-13,2023-06-01,Unknown,200.0,15.0,4.0,No,Cash,Cancelled,late delivery
ORD8044,Laptop,Mumbai,Supplier B,3457.0,14,2023-11-29,2023-04-28,Unknown,200.0,10.0,1.0,No,Cash,Unknown,late delivery
ORD8045,Mobile,Bangalore,Unknown,12196.0,8,2023-01-29,2023-06-08,WH2,300.0,5.0,3.0,No,Cash,Delivered,urgent
ORD8046,Mouse,Hyderabad,Supplier C,13839.0,14,2023-02-25,2023-01-14,WH1,300.0,10.0,,No,Card,Delivered,urgent
ORD8047,Monitor,Chennai,Supplier B,40467.0,12,2023-06-22,2023-11-09,WH1,300.0,10.0,3.0,Yes,Card,Pending,No Notes
ORD8048,Mouse,Delhi,Supplier B,14167.0,1,2023-03-08,2023-06-10,WH1,300.0,5.0,3.0,No,Card,Delivered,check address
ORD8049,Laptop,Bangalore,Supplier A,9459.0,19,2023-05-23,2023-05-08,WH2,300.0,15.0,,No,Cash,Pending,check address
ORD8050,Keyboard,Chennai,Supplier A,8157.0,18,2023-08-27,2023-09-24,WH2,300.0,0.0,1.0,No,Card,Unknown,late delivery
ORD8051,Mobile,Bangalore,Supplier B,45821.0,12,2023-04-25,2023-12-24,Unknown,300.0,0.0,1.0,No,Card,Delivered,late delivery
ORD8052,Mobile,Mumbai,Unknown,3714.0,10,2023-04-11,2023-01-25,WH3,100.0,0.0,1.0,Yes,Cash,Delivered,check address
ORD8053,Mouse,Mumbai,Supplier C,21930.0,1,2023-01-01,2023-06-17,WH1,200.0,0.0,5.0,No,Card,Pending,late delivery
ORD8054,Keyboard,Bangalore,Supplier A,28217.0,14,2023-10-04,2023-06-03,WH2,300.0,10.0,4.0,No,Card,Cancelled,urgent
ORD8055,Keyboard,Delhi,Supplier A,41132.0,9,2023-11-22,2023-07-02,WH2,200.0,10.0,5.0,Yes,Upi,Unknown,urgent
ORD8056,Laptop,Hyderabad,Supplier C,32117.0,15,2023-01-14,2023-07-14,WH3,300.0,0.0,5.0,Yes,Card,Unknown,No Notes
ORD8057,Mouse,Delhi,Supplier A,16256.0,14,2023-09-28,2023-09-09,WH2,300.0,5.0,,Yes,Upi,Delivered,urgent
ORD8058,Mouse,Bangalore,Unknown,45766.0,9,2023-04-27,2023-12-15,WH2,300.0,10.0,2.0,No,Cash,Delivered,urgent
ORD8059,Tablet,Hyderabad,Supplier A,10583.0,11,2023-02-14,2023-09-03,WH2,100.0,10.0,2.0,No,Upi,Delivered,late delivery
ORD8060,Mouse,Hyderabad,Supplier A,24925.0,5,2023-01-22,2023-08-29,WH1,300.0,10.0,3.0,Yes,Cash,Delivered,urgent
ORD8061,Mobile,Delhi,Supplier B,43042.0,12,2023-02-01,2023-02-09,WH3,300.0,15.0,,Yes,Cash,Cancelled,late delivery
ORD8062,Laptop,Chennai,Unknown,25869.0,16,2023-09-15,2023-08-14,Unknown,300.0,0.0,5.0,Yes,Unknown,Unknown,check address
ORD8063,Keyboard,Delhi,Unknown,13271.0,3,2023-11-09,2023-08-21,WH3,100.0,0.0,2.0,Yes,Upi,Cancelled,urgent
ORD8064,Mouse,Mumbai,Supplier B,3835.0,5,2023-10-28,2023-02-08,WH3,300.0,15.0,5.0,Yes,Card,Delivered,urgent
ORD8065,Laptop,Mumbai,Unknown,9013.0,19,2023-08-12,2023-10-07,Unknown,300.0,15.0,4.0,Yes,Card,Delivered,check address
ORD8066,Mouse,Chennai,Supplier C,14239.0,5,2023-03-14,2023-01-21,Unknown,100.0,0.0,5.0,Yes,Cash,Pending,urgent
ORD8067,Keyboard,Delhi,Unknown,30540.0,18,2023-05-04,2023-07-14,WH2,300.0,0.0,3.0,No,Upi,Delivered,urgent
ORD8068,Monitor,Chennai,Unknown,37973.0,4,2023-10-01,2023-06-15,WH2,300.0,10.0,1.0,No,Card,Unknown,No Notes
ORD8069,Keyboard,Chennai,Supplier C,47621.0,15,2023-10-23,2023-08-09,WH2,300.0,5.0,3.0,No,Card,Unknown,urgent
ORD8070,Keyboard,Delhi,Unknown,3154.0,5,2023-11-07,2023-03-29,WH1,300.0,0.0,5.0,Yes,Card,Cancelled,check address
ORD8071,Keyboard,Bangalore,Supplier A,22492.0,8,2023-11-24,2023-04-11,WH1,300.0,10.0,,No,Upi,Pending,urgent
ORD8072,Mouse,Hyderabad,Unknown,44304.0,16,2023-05-09,2023-10-12,WH3,300.0,10.0,5.0,Yes,Card,Delivered,No Notes
ORD8073,Tablet,Bangalore,Supplier C,4923.0,1,2023-03-29,2023-12-04,WH1,300.0,5.0,1.0,No,Card,Delivered,urgent
ORD8074,Keyboard,Mumbai,Unknown,32558.0,5,2023-12-05,2023-12-01,WH1,300.0,10.0,3.0,Yes,Card,Delivered,check address
ORD8075,Mobile,Hyderabad,Supplier A,43814.0,18,2023-08-24,2023-09-22,Unknown,300.0,10.0,3.0,Yes,Unknown,Pending,check address
ORD8076,Mobile,Hyderabad,Supplier C,23468.0,16,2023-11-17,2023-04-18,WH2,300.0,5.0,5.0,Yes,Unknown,Cancelled,urgent
ORD8077,Laptop,Bangalore,Supplier C,41030.0,10,2023-03-24,2023-11-20,Unknown,300.0,10.0,4.0,No,Cash,Delivered,check address
ORD8078,Tablet,Hyderabad,Unknown,37636.0,4,2023-06-29,2023-06-02,WH2,300.0,0.0,,Yes,Upi,Unknown,check address
ORD8079,Laptop,Bangalore,Supplier B,4790.0,18,2023-04-03,2023-08-03,WH3,300.0,15.0,,No,Card,Delivered,late delivery
ORD8080,Mobile,Delhi,Supplier B,44992.0,17,2023-10-22,2023-05-28,Unknown,100.0,5.0,2.0,No,Card,Pending,urgent
ORD8081,Mobile,Hyderabad,Supplier A,26420.0,13,2023-03-11,2023-06-13,WH2,300.0,10.0,5.0,Yes,Card,Unknown,urgent
ORD8082,Monitor,Bangalore,Supplier C,33215.0,8,2023-10-14,2023-08-09,Unknown,300.0,15.0,5.0,Yes,Card,Cancelled,No Notes
ORD8083,Keyboard,Chennai,Unknown,2273.0,8,2023-12-20,2023-12-31,Unknown,300.0,0.0,,No,Card,Delivered,late delivery
ORD8084,Mobile,Chennai,Supplier A,27680.0,12,2023-05-24,2023-01-22,WH2,200.0,10.0,2.0,No,Card,Unknown,check address
ORD8085,Mouse,Chennai,Supplier A,44927.0,18,2023-06-24,2023-12-30,WH1,300.0,10.0,1.0,No,Unknown,Cancelled,No Notes
ORD8086,Mouse,Delhi,Unknown,13434.0,6,2023-06-07,2023-02-20,Unknown,200.0,10.0,5.0,No,Cash,Pending,check address
ORD8087,Laptop,Mumbai,Unknown,47096.0,7,2023-08-19,2023-05-18,WH3,200.0,10.0,4.0,Yes,Card,Cancelled,check address
ORD8088,Laptop,Bangalore,Supplier C,48471.0,17,2023-08-09,2023-10-15,WH1,100.0,10.0,1.0,No,Card,Cancelled,late delivery
ORD8089,Keyboard,Bangalore,Supplier C,10404.0,5,2023-11-04,2023-12-12,Unknown,300.0,10.0,1.0,No,Unknown,Unknown,late delivery
ORD8090,Keyboard,Delhi,Supplier C,41579.0,19,2023-11-05,2023-04-06,WH3,300.0,15.0,1.0,No,Upi,Delivered,late delivery
ORD8091,Monitor,Mumbai,Supplier A,11487.0,8,2023-02-01,2023-01-31,WH3,300.0,10.0,5.0,No,Unknown,Unknown,late delivery
ORD8092,Tablet,Delhi,Unknown,11389.0,19,2023-11-01,2023-07-22,WH2,300.0,0.0,,No,Unknown,Delivered,urgent
ORD8093,Laptop,Delhi,Supplier A,30385.0,8,2023-07-26,2023-03-07,WH1,300.0,15.0,1.0,Yes,Unknown,Unknown,late delivery
